order_id,customer_id,product_id,order_date,quantity,price,updated_at
2-268,2260,1449,2025-01-03,12,370.07,2026-04-20 11:20:22.932959
2-269,1422,6843,2025-01-03,17,105.24,2026-04-20 11:20:22.932959
2-270,5088,6264,2025-01-03,4,287.64,2026-04-20 11:20:22.932959
2-271,6331,5377,2025-01-03,11,365.78,2026-04-20 11:20:22.934464
2-272,5609,6995,2025-01-03,20,122.37,2026-04-20 11:20:22.935471
2-273,2477,1979,2025-01-03,13,39.42,2026-04-20 11:20:22.935471
2-274,9065,6775,2025-01-03,16,237.77,2026-04-20 11:20:22.935471
2-275,8190,4926,2025-01-03,15,397.1,2026-04-20 11:20:22.936727
2-276,7,8171,2025-01-03,8,308.28,2026-04-20 11:20:22.937815
2-277,3068,4223,2025-01-03,15,244.43,2026-04-20 11:20:22.937815
2-278,5113,297,2025-01-03,11,59.96,2026-04-20 11:20:22.937815
2-279,1763,501,2025-01-03,10,182.35,2026-04-20 11:20:22.939416
2-280,855,4333,2025-01-03,3,79.1,2026-04-20 11:20:22.939416
2-281,4446,3294,2025-01-03,12,473.83,2026-04-20 11:20:22.940593
2-282,3139,9661,2025-01-03,18,400.12,2026-04-20 11:20:22.940593
2-283,2653,4636,2025-01-03,13,203.21,2026-04-20 11:20:22.941600
2-284,9710,5940,2025-01-03,9,375.51,2026-04-20 11:20:22.941600
2-285,5771,2605,2025-01-03,7,368.03,2026-04-20 11:20:22.942784
2-286,9740,7204,2025-01-03,4,283.0,2026-04-20 11:20:22.942784
2-287,5949,3987,2025-01-03,8,116.02,2026-04-20 11:20:22.943892
2-288,4863,4201,2025-01-03,16,406.83,2026-04-20 11:20:22.944890
2-289,8073,1267,2025-01-03,16,393.99,2026-04-20 11:20:22.945502
2-290,2558,7019,2025-01-03,13,122.1,2026-04-20 11:20:22.945502
2-291,8657,7653,2025-01-03,14,40.6,2026-04-20 11:20:22.946691
2-292,2651,1341,2025-01-03,12,75.04,2026-04-20 11:20:22.946691
2-293,5991,4659,2025-01-03,5,35.05,2026-04-20 11:20:22.947794
2-294,9670,9047,2025-01-03,13,263.13,2026-04-20 11:20:22.947794
2-295,8437,5204,2025-01-03,15,300.64,2026-04-20 11:20:22.948901
2-296,6818,7292,2025-01-03,17,330.74,2026-04-20 11:20:22.948901
2-297,4654,5472,2025-01-03,10,326.67,2026-04-20 11:20:22.949896
2-298,6939,8987,2025-01-03,12,30.07,2026-04-20 11:20:22.950490
2-299,9887,2567,2025-01-03,15,458.64,2026-04-20 11:20:22.950490
2-300,9154,8706,2025-01-03,15,179.59,2026-04-20 11:20:22.951506
2-301,4587,2777,2025-01-03,19,286.03,2026-04-20 11:20:22.951506
2-302,6815,4504,2025-01-03,18,55.13,2026-04-20 11:20:22.952612
2-303,3979,6504,2025-01-03,14,290.16,2026-04-20 11:20:22.952612
2-304,5894,6014,2025-01-03,7,210.38,2026-04-20 11:20:22.953712
2-305,7110,4256,2025-01-03,9,257.27,2026-04-20 11:20:22.953712
2-306,4270,5985,2025-01-03,2,481.42,2026-04-20 11:20:22.955303
2-307,6072,7220,2025-01-03,11,328.29,2026-04-20 11:20:22.956464
2-308,5657,6112,2025-01-03,3,266.75,2026-04-20 11:20:22.957562
2-309,6645,7065,2025-01-03,8,114.15,2026-04-20 11:20:22.957562
2-310,3388,9176,2025-01-03,9,413.58,2026-04-20 11:20:22.958668
2-311,9809,490,2025-01-03,1,241.19,2026-04-20 11:20:22.958668
2-312,4557,4168,2025-01-03,18,67.57,2026-04-20 11:20:22.958668
2-313,4945,5006,2025-01-03,6,35.16,2026-04-20 11:20:22.960272
2-314,5665,4522,2025-01-03,8,267.77,2026-04-20 11:20:22.960272
2-315,4058,3695,2025-01-03,16,431.65,2026-04-20 11:20:22.961384
2-316,5754,8510,2025-01-03,7,198.97,2026-04-20 11:20:22.962398
2-317,470,8377,2025-01-03,4,494.63,2026-04-20 11:20:22.962398
2-318,7903,4461,2025-01-03,9,196.63,2026-04-20 11:20:22.962398
2-319,5489,1309,2025-01-03,8,497.27,2026-04-20 11:20:22.963737
2-320,7853,1574,2025-01-03,5,353.35,2026-04-20 11:20:22.963737
2-321,3669,8686,2025-01-03,11,69.81,2026-04-20 11:20:22.964830
2-322,8152,4228,2025-01-03,6,92.57,2026-04-20 11:20:22.965830
2-323,3919,5782,2025-01-03,10,29.83,2026-04-20 11:20:22.965830
2-324,3882,2462,2025-01-03,3,395.34,2026-04-20 11:20:22.966430
2-325,4222,2445,2025-01-03,19,450.85,2026-04-20 11:20:22.967517
2-326,2836,9245,2025-01-03,20,432.86,2026-04-20 11:20:22.967517
2-327,9109,8828,2025-01-03,4,53.08,2026-04-20 11:20:22.968617
2-328,5764,458,2025-01-03,17,494.97,2026-04-20 11:20:22.968617
2-329,6478,6802,2025-01-03,18,301.03,2026-04-20 11:20:22.969626
2-330,1294,1684,2025-01-03,9,269.7,2026-04-20 11:20:22.969626
2-331,8670,8288,2025-01-03,5,406.15,2026-04-20 11:20:22.971135
2-332,7379,9511,2025-01-03,11,68.08,2026-04-20 11:20:22.971135
2-333,1231,6280,2025-01-03,17,184.85,2026-04-20 11:20:22.972137
2-334,7049,2220,2025-01-03,14,496.63,2026-04-20 11:20:22.972137
2-335,3237,1527,2025-01-03,8,258.01,2026-04-20 11:20:22.973136
2-336,4081,3544,2025-01-03,7,392.37,2026-04-20 11:20:22.973136
2-337,5214,6460,2025-01-03,10,57.58,2026-04-20 11:20:22.974136
2-338,1897,2298,2025-01-03,20,404.81,2026-04-20 11:20:22.975136
2-339,5084,9388,2025-01-03,13,132.02,2026-04-20 11:20:22.975136
2-340,5617,9602,2025-01-03,17,432.3,2026-04-20 11:20:22.976137
2-341,6424,2405,2025-01-03,16,208.64,2026-04-20 11:20:22.976642
2-342,8770,5534,2025-01-03,7,17.01,2026-04-20 11:20:22.976642
2-343,9293,6108,2025-01-03,3,379.27,2026-04-20 11:20:22.977643
2-344,1718,1264,2025-01-03,5,393.55,2026-04-20 11:20:22.977643
2-345,4704,7480,2025-01-03,5,186.92,2026-04-20 11:20:22.978643
2-346,1922,3431,2025-01-03,7,480.7,2026-04-20 11:20:22.979644
2-347,5391,2060,2025-01-03,2,137.11,2026-04-20 11:20:22.979644
2-348,4121,4711,2025-01-03,4,486.34,2026-04-20 11:20:22.979644
2-349,7453,1440,2025-01-03,14,134.21,2026-04-20 11:20:22.981148
2-350,6747,5610,2025-01-03,19,313.75,2026-04-20 11:20:22.981148
2-351,4288,3078,2025-01-03,3,59.19,2026-04-20 11:20:22.982154
2-352,5,8549,2025-01-03,14,52.11,2026-04-20 11:20:22.982154
2-353,4052,4432,2025-01-03,13,141.74,2026-04-20 11:20:22.983154
2-354,544,2330,2025-01-03,6,125.38,2026-04-20 11:20:22.984155
2-355,9146,7553,2025-01-03,20,363.54,2026-04-20 11:20:22.984155
2-356,7169,3889,2025-01-03,17,49.95,2026-04-20 11:20:22.985154
2-357,4033,9095,2025-01-03,18,50.04,2026-04-20 11:20:22.985154
2-358,3994,7637,2025-01-03,7,146.26,2026-04-20 11:20:22.985154
