order_id,customer_id,product_id,order_date,quantity,price,updated_at
1-73,9161,7528,2025-01-02,1,346.2,2026-04-20 11:20:16.883988
1-74,9767,413,2025-01-02,8,322.3,2026-04-20 11:20:16.883988
1-75,3416,2386,2025-01-02,7,407.66,2026-04-20 11:20:16.885085
1-76,4371,5689,2025-01-02,3,382.43,2026-04-20 11:20:16.885085
1-77,6006,9827,2025-01-02,12,338.4,2026-04-20 11:20:16.886170
1-78,9401,7889,2025-01-02,11,286.32,2026-04-20 11:20:16.886170
1-79,614,7815,2025-01-02,20,160.02,2026-04-20 11:20:16.887181
1-80,2210,5975,2025-01-02,10,146.75,2026-04-20 11:20:16.887769
1-81,2172,3244,2025-01-02,10,108.66,2026-04-20 11:20:16.887769
1-82,3211,928,2025-01-02,16,97.28,2026-04-20 11:20:16.888909
1-83,8610,2805,2025-01-02,6,172.35,2026-04-20 11:20:16.888909
1-84,284,5922,2025-01-02,20,309.69,2026-04-20 11:20:16.890010
1-85,9338,3966,2025-01-02,19,50.04,2026-04-20 11:20:16.890010
1-86,3641,19,2025-01-02,4,263.03,2026-04-20 11:20:16.891101
1-87,6059,3979,2025-01-02,5,461.78,2026-04-20 11:20:16.891101
1-88,2932,9922,2025-01-02,10,436.95,2026-04-20 11:20:16.892194
1-89,7817,9869,2025-01-02,11,167.45,2026-04-20 11:20:16.893194
1-90,9969,7130,2025-01-02,14,487.87,2026-04-20 11:20:16.893194
1-91,5397,3165,2025-01-02,12,232.71,2026-04-20 11:20:16.893788
1-92,953,8712,2025-01-02,11,263.3,2026-04-20 11:20:16.893788
1-93,5586,89,2025-01-02,2,424.24,2026-04-20 11:20:16.894888
1-94,280,9304,2025-01-02,12,328.62,2026-04-20 11:20:16.895908
1-95,7391,7253,2025-01-02,6,63.65,2026-04-20 11:20:16.895908
1-96,5921,6149,2025-01-02,3,389.78,2026-04-20 11:20:16.895908
1-97,1756,5032,2025-01-02,17,497.82,2026-04-20 11:20:16.897505
1-98,6420,6668,2025-01-02,3,83.13,2026-04-20 11:20:16.897505
1-99,816,374,2025-01-02,18,447.59,2026-04-20 11:20:16.898613
1-100,9879,4950,2025-01-02,8,459.01,2026-04-20 11:20:16.898613
1-101,2524,1296,2025-01-02,12,327.59,2026-04-20 11:20:16.899771
1-102,7064,4468,2025-01-02,2,222.33,2026-04-20 11:20:16.899771
1-103,7921,7345,2025-01-02,2,18.81,2026-04-20 11:20:16.900789
1-104,7093,3332,2025-01-02,10,307.26,2026-04-20 11:20:16.900789
1-105,1288,2054,2025-01-02,10,85.68,2026-04-20 11:20:16.902296
1-106,8837,9211,2025-01-02,7,79.41,2026-04-20 11:20:16.902296
1-107,31,9593,2025-01-02,16,24.81,2026-04-20 11:20:16.903817
1-108,9896,7465,2025-01-02,16,460.79,2026-04-20 11:20:16.903817
1-109,537,8313,2025-01-02,3,34.97,2026-04-20 11:20:16.905130
1-110,8040,849,2025-01-02,3,307.11,2026-04-20 11:20:16.906231
1-111,7065,1054,2025-01-02,18,152.13,2026-04-20 11:20:16.906231
1-112,9113,1862,2025-01-02,17,208.84,2026-04-20 11:20:16.906231
1-113,2613,8921,2025-01-02,5,293.25,2026-04-20 11:20:16.907825
1-114,1218,4274,2025-01-02,14,151.89,2026-04-20 11:20:16.907825
1-115,1658,8084,2025-01-02,5,321.69,2026-04-20 11:20:16.908856
1-116,4520,1987,2025-01-02,10,438.01,2026-04-20 11:20:16.908856
1-117,719,4281,2025-01-02,9,354.6,2026-04-20 11:20:16.909946
1-118,8535,7914,2025-01-02,5,256.69,2026-04-20 11:20:16.911051
1-119,1902,28,2025-01-02,5,156.96,2026-04-20 11:20:16.911051
1-120,2340,5486,2025-01-02,14,367.96,2026-04-20 11:20:16.912139
1-121,2354,7639,2025-01-02,16,250.86,2026-04-20 11:20:16.912139
1-122,7578,9172,2025-01-02,20,48.48,2026-04-20 11:20:16.913242
1-123,3258,9495,2025-01-02,20,41.83,2026-04-20 11:20:16.913242
1-124,8957,2275,2025-01-02,12,88.27,2026-04-20 11:20:16.914329
1-125,6986,1903,2025-01-02,10,424.27,2026-04-20 11:20:16.915247
1-126,9682,7423,2025-01-02,3,185.62,2026-04-20 11:20:16.915838
1-127,168,7129,2025-01-02,4,213.67,2026-04-20 11:20:16.915838
1-128,7369,3522,2025-01-02,4,319.42,2026-04-20 11:20:16.916925
1-129,9084,9007,2025-01-02,10,385.66,2026-04-20 11:20:16.917924
1-130,2842,8366,2025-01-02,15,251.89,2026-04-20 11:20:16.918516
1-131,238,3312,2025-01-02,8,224.65,2026-04-20 11:20:16.918516
1-132,2471,8159,2025-01-02,8,194.61,2026-04-20 11:20:16.919522
1-133,9163,4768,2025-01-02,20,105.62,2026-04-20 11:20:16.920532
1-134,9599,8521,2025-01-02,1,196.63,2026-04-20 11:20:16.920532
1-135,9903,518,2025-01-02,18,238.27,2026-04-20 11:20:16.921634
1-136,1278,8035,2025-01-02,13,489.55,2026-04-20 11:20:16.921634
1-137,295,3294,2025-01-02,19,473.83,2026-04-20 11:20:16.922737
1-138,6382,4150,2025-01-02,8,207.75,2026-04-20 11:20:16.922737
1-139,9474,8889,2025-01-02,2,169.35,2026-04-20 11:20:16.923744
1-140,5633,4587,2025-01-02,3,30.99,2026-04-20 11:20:16.924758
1-141,7674,8580,2025-01-02,1,188.65,2026-04-20 11:20:16.924758
1-142,2756,5598,2025-01-02,7,194.84,2026-04-20 11:20:16.925761
1-143,6902,4192,2025-01-02,20,214.13,2026-04-20 11:20:16.926269
1-144,534,8510,2025-01-02,7,198.97,2026-04-20 11:20:16.926269
1-145,3071,7974,2025-01-02,8,188.57,2026-04-20 11:20:16.927567
1-146,5759,9130,2025-01-02,3,145.14,2026-04-20 11:20:16.928077
1-147,7422,8104,2025-01-02,4,69.43,2026-04-20 11:20:16.929176
1-148,7709,243,2025-01-02,1,291.96,2026-04-20 11:20:16.929176
1-149,1436,2711,2025-01-02,10,445.26,2026-04-20 11:20:16.930290
1-150,8216,2738,2025-01-02,3,360.36,2026-04-20 11:20:16.931431
1-151,5991,2403,2025-01-02,13,139.58,2026-04-20 11:20:16.931431
1-152,2046,9995,2025-01-02,18,189.36,2026-04-20 11:20:16.932515
1-153,5992,6822,2025-01-02,6,344.47,2026-04-20 11:20:16.932515
1-154,1884,6307,2025-01-02,20,329.49,2026-04-20 11:20:16.933533
1-155,7104,8498,2025-01-02,3,243.17,2026-04-20 11:20:16.933533
1-156,6863,5050,2025-01-02,19,192.73,2026-04-20 11:20:16.934633
1-157,7141,1942,2025-01-02,10,328.38,2026-04-20 11:20:16.934633
1-158,6376,3291,2025-01-02,20,61.23,2026-04-20 11:20:16.934633
1-159,4149,6483,2025-01-02,9,476.54,2026-04-20 11:20:16.936238
1-160,7462,4095,2025-01-02,2,84.78,2026-04-20 11:20:16.936238
1-161,9196,1877,2025-01-02,17,350.84,2026-04-20 11:20:16.937346
1-162,8540,2845,2025-01-02,4,431.51,2026-04-20 11:20:16.938347
1-163,9339,6147,2025-01-02,19,324.63,2026-04-20 11:20:16.938965
1-164,5742,6383,2025-01-02,4,243.76,2026-04-20 11:20:16.938965
1-165,449,1288,2025-01-02,5,122.45,2026-04-20 11:20:16.940064
1-166,8989,7936,2025-01-02,13,422.88,2026-04-20 11:20:16.940064
1-167,2406,8492,2025-01-02,19,387.13,2026-04-20 11:20:16.941162
1-168,1909,1871,2025-01-02,12,310.69,2026-04-20 11:20:16.941162
1-169,6611,7447,2025-01-02,17,317.79,2026-04-20 11:20:16.942262
1-170,6535,5674,2025-01-02,15,176.79,2026-04-20 11:20:16.942262
1-171,1751,5288,2025-01-02,20,458.81,2026-04-20 11:20:16.943353
1-172,3005,3054,2025-01-02,20,64.28,2026-04-20 11:20:16.943353
1-173,6727,9923,2025-01-02,7,219.69,2026-04-20 11:20:16.944462
1-174,3872,7822,2025-01-02,12,29.63,2026-04-20 11:20:16.944462
1-175,6862,1400,2025-01-02,11,360.26,2026-04-20 11:20:16.945564
1-176,7164,6304,2025-01-02,19,58.05,2026-04-20 11:20:16.946512
1-177,3909,7976,2025-01-02,12,356.83,2026-04-20 11:20:16.947119
1-178,1870,7708,2025-01-02,13,426.09,2026-04-20 11:20:16.947119
1-179,6262,7393,2025-01-02,5,374.45,2026-04-20 11:20:16.947119
1-180,1601,2323,2025-01-02,20,62.1,2026-04-20 11:20:16.948720
1-181,7387,753,2025-01-02,8,253.28,2026-04-20 11:20:16.948720
1-182,8930,1503,2025-01-02,13,170.57,2026-04-20 11:20:16.949815
1-183,5606,6036,2025-01-02,3,427.35,2026-04-20 11:20:16.949815
1-184,142,7129,2025-01-02,14,213.67,2026-04-20 11:20:16.950923
1-185,4892,359,2025-01-02,6,110.92,2026-04-20 11:20:16.950923
1-186,4863,2019,2025-01-02,16,200.96,2026-04-20 11:20:16.952032
1-187,9835,2728,2025-01-02,5,494.54,2026-04-20 11:20:16.952032
1-188,1094,1276,2025-01-02,7,223.49,2026-04-20 11:20:16.953159
1-189,4848,3205,2025-01-02,6,153.93,2026-04-20 11:20:16.953159
1-190,2473,9051,2025-01-02,17,77.25,2026-04-20 11:20:16.954261
1-191,5302,2105,2025-01-02,5,120.79,2026-04-20 11:20:16.954261
1-192,802,2920,2025-01-02,14,359.37,2026-04-20 11:20:16.955368
1-193,2777,6254,2025-01-02,15,221.74,2026-04-20 11:20:16.955368
1-194,4397,6174,2025-01-02,11,12.53,2026-04-20 11:20:16.955368
1-195,2012,1790,2025-01-02,13,200.3,2026-04-20 11:20:16.956970
1-196,308,2226,2025-01-02,17,106.67,2026-04-20 11:20:16.956970
1-197,933,7260,2025-01-02,8,177.62,2026-04-20 11:20:16.958083
1-198,6480,6935,2025-01-02,8,302.57,2026-04-20 11:20:16.958083
1-199,2470,4896,2025-01-02,12,128.46,2026-04-20 11:20:16.959080
1-200,4450,7282,2025-01-02,19,97.54,2026-04-20 11:20:16.959672
1-201,8175,6131,2025-01-02,17,499.49,2026-04-20 11:20:16.959672
1-202,7512,4114,2025-01-02,14,276.37,2026-04-20 11:20:16.960772
1-203,4246,2314,2025-01-02,19,92.04,2026-04-20 11:20:16.961927
1-204,3219,4020,2025-01-02,10,479.01,2026-04-20 11:20:16.961927
1-205,2326,2321,2025-01-02,8,404.1,2026-04-20 11:20:16.962988
1-206,2626,2762,2025-01-02,1,229.03,2026-04-20 11:20:16.962988
1-207,4872,2543,2025-01-02,2,432.54,2026-04-20 11:20:16.964099
1-208,3394,9907,2025-01-02,19,54.66,2026-04-20 11:20:16.964099
1-209,3973,9872,2025-01-02,17,68.27,2026-04-20 11:20:16.965211
1-210,9442,2215,2025-01-02,1,448.89,2026-04-20 11:20:16.965211
1-211,1741,7381,2025-01-02,15,92.96,2026-04-20 11:20:16.966319
1-212,2241,7637,2025-01-02,12,146.26,2026-04-20 11:20:16.967317
1-213,1414,9011,2025-01-02,13,197.65,2026-04-20 11:20:16.967317
1-214,4033,4420,2025-01-02,11,252.44,2026-04-20 11:20:16.967925
1-215,4594,4592,2025-01-02,2,160.05,2026-04-20 11:20:16.967925
1-216,7625,3690,2025-01-02,8,83.21,2026-04-20 11:20:16.969529
1-217,9709,3220,2025-01-02,18,194.58,2026-04-20 11:20:16.969529
1-218,4892,6725,2025-01-02,14,61.62,2026-04-20 11:20:16.970629
1-219,1998,7714,2025-01-02,8,44.98,2026-04-20 11:20:16.970629
1-220,7063,2435,2025-01-02,18,168.19,2026-04-20 11:20:16.971636
1-221,3689,3885,2025-01-02,18,418.54,2026-04-20 11:20:16.971636
1-222,4367,3654,2025-01-02,2,122.53,2026-04-20 11:20:16.972733
1-223,8549,6976,2025-01-02,10,232.04,2026-04-20 11:20:16.972733
1-224,5948,8706,2025-01-02,11,179.59,2026-04-20 11:20:16.973741
1-225,1388,8152,2025-01-02,20,370.96,2026-04-20 11:20:16.974848
1-226,7547,1651,2025-01-02,10,288.26,2026-04-20 11:20:16.974848
1-227,3447,297,2025-01-02,10,59.96,2026-04-20 11:20:16.975941
1-228,1669,1697,2025-01-02,20,155.12,2026-04-20 11:20:16.975941
1-229,9801,5063,2025-01-02,19,360.15,2026-04-20 11:20:16.977112
1-230,6628,2077,2025-01-02,13,72.35,2026-04-20 11:20:16.977671
1-231,1912,7503,2025-01-02,2,366.98,2026-04-20 11:20:16.977671
1-232,108,1821,2025-01-02,12,114.54,2026-04-20 11:20:16.978792
1-233,9153,5085,2025-01-02,1,281.08,2026-04-20 11:20:16.978792
1-234,789,440,2025-01-02,20,15.74,2026-04-20 11:20:16.979747
1-235,9882,2112,2025-01-02,17,211.02,2026-04-20 11:20:16.979747
1-236,162,6985,2025-01-02,8,269.99,2026-04-20 11:20:16.981209
1-237,6229,1247,2025-01-02,2,102.93,2026-04-20 11:20:16.981209
1-238,456,1953,2025-01-02,1,350.9,2026-04-20 11:20:16.982313
1-239,2991,4853,2025-01-02,9,215.45,2026-04-20 11:20:16.982313
1-240,110,8116,2025-01-02,8,398.24,2026-04-20 11:20:16.983327
1-241,3183,9341,2025-01-02,15,200.66,2026-04-20 11:20:16.984447
1-242,2835,2559,2025-01-02,7,44.71,2026-04-20 11:20:16.984447
1-243,6948,4352,2025-01-02,3,336.13,2026-04-20 11:20:16.985556
1-244,58,552,2025-01-02,11,484.51,2026-04-20 11:20:16.985556
1-245,7593,6393,2025-01-02,2,163.0,2026-04-20 11:20:16.986607
1-246,6447,7032,2025-01-02,17,83.97,2026-04-20 11:20:16.986607
1-247,6797,6735,2025-01-02,15,153.04,2026-04-20 11:20:16.986607
1-248,7446,1219,2025-01-02,2,350.51,2026-04-20 11:20:16.988200
1-249,4064,9905,2025-01-02,16,224.8,2026-04-20 11:20:16.988200
1-250,8719,4737,2025-01-02,16,404.88,2026-04-20 11:20:16.989316
1-251,3737,5083,2025-01-02,4,336.6,2026-04-20 11:20:16.989316
1-252,6777,6632,2025-01-02,12,107.71,2026-04-20 11:20:16.990293
1-253,4345,5532,2025-01-02,14,365.43,2026-04-20 11:20:16.990889
1-254,6294,3672,2025-01-02,10,473.51,2026-04-20 11:20:16.990889
1-255,1825,236,2025-01-02,17,169.89,2026-04-20 11:20:16.991985
1-256,2166,7101,2025-01-02,19,496.19,2026-04-20 11:20:16.993167
1-257,2252,4881,2025-01-02,19,223.25,2026-04-20 11:20:16.993167
1-258,4200,9197,2025-01-02,17,355.99,2026-04-20 11:20:16.994177
1-259,2633,2491,2025-01-02,10,102.89,2026-04-20 11:20:16.994177
1-260,7146,5558,2025-01-02,16,182.44,2026-04-20 11:20:16.995286
1-261,6430,4898,2025-01-02,16,266.53,2026-04-20 11:20:16.995286
1-262,1138,8952,2025-01-02,16,247.29,2026-04-20 11:20:16.996302
1-263,7694,7333,2025-01-02,17,219.32,2026-04-20 11:20:16.997407
1-264,9232,1054,2025-01-02,6,152.13,2026-04-20 11:20:16.997407
1-265,3724,8939,2025-01-02,17,460.0,2026-04-20 11:20:16.998398
1-266,9498,9963,2025-01-02,15,77.85,2026-04-20 11:20:16.999004
1-267,1875,4310,2025-01-02,19,306.96,2026-04-20 11:20:16.999004
1-268,9389,9893,2025-01-02,19,208.71,2026-04-20 11:20:16.999004
1-269,742,9076,2025-01-02,9,32.18,2026-04-20 11:20:17.000605
1-270,5569,6241,2025-01-02,11,488.38,2026-04-20 11:20:17.000605
1-271,7290,6867,2025-01-02,15,103.47,2026-04-20 11:20:17.001707
1-272,712,6715,2025-01-02,15,85.28,2026-04-20 11:20:17.002321
1-273,5230,7112,2025-01-02,11,107.38,2026-04-20 11:20:17.002321
1-274,9252,9596,2025-01-02,20,102.07,2026-04-20 11:20:17.003435
1-275,3572,5974,2025-01-02,7,270.54,2026-04-20 11:20:17.003435
1-276,828,4516,2025-01-02,20,363.42,2026-04-20 11:20:17.004531
1-277,1291,8072,2025-01-02,8,346.09,2026-04-20 11:20:17.004531
1-278,8746,1317,2025-01-02,12,159.92,2026-04-20 11:20:17.005635
1-279,6255,5459,2025-01-02,3,485.31,2026-04-20 11:20:17.005635
1-280,5834,6256,2025-01-02,19,335.95,2026-04-20 11:20:17.006735
1-281,9354,4254,2025-01-02,18,324.19,2026-04-20 11:20:17.007844
1-282,3104,7623,2025-01-02,12,97.52,2026-04-20 11:20:17.007844
1-283,6051,3452,2025-01-02,9,66.58,2026-04-20 11:20:17.008831
1-284,2164,3614,2025-01-02,19,160.66,2026-04-20 11:20:17.009431
1-285,3026,9981,2025-01-02,14,369.91,2026-04-20 11:20:17.009431
1-286,9834,5754,2025-01-02,1,285.63,2026-04-20 11:20:17.009431
1-287,6862,1353,2025-01-02,11,390.94,2026-04-20 11:20:17.011040
1-288,1472,438,2025-01-02,11,68.81,2026-04-20 11:20:17.011040
1-289,3619,5775,2025-01-02,14,382.74,2026-04-20 11:20:17.012137
1-290,1006,7322,2025-01-02,6,21.56,2026-04-20 11:20:17.013147
1-291,7734,5331,2025-01-02,8,428.57,2026-04-20 11:20:17.013147
1-292,7508,7252,2025-01-02,4,296.13,2026-04-20 11:20:17.014255
1-293,7503,5414,2025-01-02,1,130.51,2026-04-20 11:20:17.014255
1-294,3788,1209,2025-01-02,16,443.37,2026-04-20 11:20:17.015370
1-295,1361,7175,2025-01-02,10,172.87,2026-04-20 11:20:17.015370
1-296,7538,3292,2025-01-02,6,278.04,2026-04-20 11:20:17.016478
1-297,6070,4096,2025-01-02,16,263.94,2026-04-20 11:20:17.016478
1-298,6376,182,2025-01-02,5,452.89,2026-04-20 11:20:17.017573
1-299,2616,4733,2025-01-02,16,276.04,2026-04-20 11:20:17.017573
1-300,5570,7156,2025-01-02,9,192.65,2026-04-20 11:20:17.017573
1-301,3585,2021,2025-01-02,11,122.02,2026-04-20 11:20:17.019186
1-302,901,3549,2025-01-02,4,107.66,2026-04-20 11:20:17.019186
1-303,335,5588,2025-01-02,4,432.06,2026-04-20 11:20:17.020301
1-304,7037,5718,2025-01-02,17,41.95,2026-04-20 11:20:17.021308
1-305,6425,2275,2025-01-02,7,88.27,2026-04-20 11:20:17.021916
1-306,581,4833,2025-01-02,17,443.85,2026-04-20 11:20:17.021916
1-307,4350,5220,2025-01-02,5,285.99,2026-04-20 11:20:17.023014
1-308,814,3718,2025-01-02,5,338.91,2026-04-20 11:20:17.023014
1-309,1516,615,2025-01-02,12,378.86,2026-04-20 11:20:17.024139
1-310,4764,4822,2025-01-02,17,12.29,2026-04-20 11:20:17.024139
1-311,1606,4760,2025-01-02,17,203.38,2026-04-20 11:20:17.025262
1-312,3474,4869,2025-01-02,12,271.99,2026-04-20 11:20:17.025262
1-313,1852,575,2025-01-02,11,161.08,2026-04-20 11:20:17.026364
1-314,3268,6161,2025-01-02,16,52.4,2026-04-20 11:20:17.026364
1-315,4613,1911,2025-01-02,16,327.86,2026-04-20 11:20:17.027479
1-316,3649,8793,2025-01-02,5,299.71,2026-04-20 11:20:17.028578
1-317,8516,1051,2025-01-02,12,287.81,2026-04-20 11:20:17.028578
1-318,5712,5490,2025-01-02,18,289.1,2026-04-20 11:20:17.029489
1-319,8966,8275,2025-01-02,14,137.0,2026-04-20 11:20:17.029998
1-320,2113,9359,2025-01-02,5,189.36,2026-04-20 11:20:17.029998
1-321,6640,1732,2025-01-02,1,473.09,2026-04-20 11:20:17.031505
1-322,6024,1096,2025-01-02,7,234.77,2026-04-20 11:20:17.031505
1-323,3083,3567,2025-01-02,7,156.12,2026-04-20 11:20:17.032516
1-324,4124,4529,2025-01-02,20,123.9,2026-04-20 11:20:17.032516
1-325,466,2229,2025-01-02,12,51.52,2026-04-20 11:20:17.033635
1-326,7169,6998,2025-01-02,3,441.89,2026-04-20 11:20:17.034527
1-327,2329,7670,2025-01-02,8,442.65,2026-04-20 11:20:17.034527
1-328,1325,910,2025-01-02,16,88.17,2026-04-20 11:20:17.035526
1-329,4579,5624,2025-01-02,14,64.83,2026-04-20 11:20:17.035526
1-330,2994,806,2025-01-02,2,182.19,2026-04-20 11:20:17.036543
1-331,5900,2948,2025-01-02,2,75.44,2026-04-20 11:20:17.037546
1-332,2390,3013,2025-01-02,3,43.46,2026-04-20 11:20:17.037546
1-333,1061,4988,2025-01-02,2,74.94,2026-04-20 11:20:17.038546
1-334,9947,1384,2025-01-02,15,452.08,2026-04-20 11:20:17.038546
1-335,8571,506,2025-01-02,17,352.14,2026-04-20 11:20:17.038546
1-336,7377,3486,2025-01-02,7,162.79,2026-04-20 11:20:17.040053
1-337,2841,3602,2025-01-02,3,252.01,2026-04-20 11:20:17.040053
1-338,5657,1,2025-01-02,1,164.17,2026-04-20 11:20:17.041572
1-339,5018,6403,2025-01-02,9,148.17,2026-04-20 11:20:17.041572
1-340,576,7651,2025-01-02,17,240.42,2026-04-20 11:20:17.042883
1-341,4468,5754,2025-01-02,17,285.63,2026-04-20 11:20:17.042883
1-342,629,8637,2025-01-02,7,167.68,2026-04-20 11:20:17.043886
1-343,5004,7260,2025-01-02,17,177.62,2026-04-20 11:20:17.043886
1-344,8948,3546,2025-01-02,9,26.12,2026-04-20 11:20:17.044886
1-345,5787,7003,2025-01-02,9,255.35,2026-04-20 11:20:17.044886
1-346,2494,4540,2025-01-02,19,240.46,2026-04-20 11:20:17.045913
1-347,3141,9830,2025-01-02,13,421.14,2026-04-20 11:20:17.046917
1-348,2923,2221,2025-01-02,4,331.73,2026-04-20 11:20:17.046917
1-349,3059,9142,2025-01-02,14,400.02,2026-04-20 11:20:17.047916
1-350,8293,8579,2025-01-02,5,336.56,2026-04-20 11:20:17.047916
1-351,5348,3427,2025-01-02,17,115.96,2026-04-20 11:20:17.049018
1-352,4278,6643,2025-01-02,18,195.02,2026-04-20 11:20:17.049018
1-353,4632,2065,2025-01-02,13,123.72,2026-04-20 11:20:17.049018
1-354,1496,4920,2025-01-02,19,162.53,2026-04-20 11:20:17.050525
1-355,9887,2881,2025-01-02,6,351.58,2026-04-20 11:20:17.050525
1-356,8978,8786,2025-01-02,3,420.77,2026-04-20 11:20:17.052044
1-357,1506,236,2025-01-02,8,169.89,2026-04-20 11:20:17.052044
1-358,9425,6603,2025-01-02,16,269.76,2026-04-20 11:20:17.053097
