product_id,product_name,category,price
175,Evidence,Personal Care,112.51
176,At,Snacks,402.11
177,Speech,Dairy,371.51
178,Push,Personal Care,51.33
179,Similar,Snacks,427.29
180,Guy,Dairy,469.11
181,Movie,Beverages,361.13
182,Around,Personal Care,452.89
183,Choose,Dairy,239.78
184,Across,Personal Care,50.12
185,Upon,Snacks,269.49
186,Over,Dairy,52.76
187,Share,Personal Care,495.03
188,Provide,Personal Care,72.86
189,Standard,Personal Care,277.21
190,Eight,Snacks,245.59
191,Standard,Dairy,223.69
192,Later,Personal Care,161.97
193,Likely,Dairy,351.53
194,Play,Snacks,215.84
195,Will,Personal Care,102.4
196,Ten,Snacks,95.99
197,Ground,Personal Care,49.03
198,Data,Beverages,446.36
199,Eat,Beverages,393.95
200,Drug,Beverages,59.69
201,Relate,Beverages,300.04
202,Give,Snacks,359.06
203,Yeah,Personal Care,362.76
204,Most,Beverages,179.03
205,Create,Beverages,368.85
206,Present,Beverages,401.6
207,Suggest,Dairy,14.83
208,Yet,Snacks,277.25
209,Network,Beverages,204.81
210,Recognize,Snacks,491.33
211,Receive,Personal Care,265.52
212,Sort,Snacks,458.57
213,Wall,Dairy,137.4
214,Medical,Beverages,312.51
215,Paper,Beverages,88.01
216,Size,Beverages,470.45
217,Take,Snacks,422.74
218,Affect,Dairy,235.36
219,Pm,Beverages,416.02
220,Recent,Personal Care,304.4
221,Thing,Beverages,487.68
222,West,Personal Care,267.44
223,Clearly,Dairy,323.18
224,Language,Snacks,76.7
225,Space,Snacks,351.09
226,Recently,Snacks,395.24
227,Act,Beverages,428.74
228,Work,Dairy,292.59
229,Up,Beverages,95.58
230,Think,Dairy,453.18
231,Office,Dairy,267.67
232,Believe,Beverages,396.7
233,Myself,Dairy,490.75
234,Wide,Personal Care,325.58
235,War,Beverages,282.35
236,Relate,Snacks,169.89
237,Order,Personal Care,368.36
238,Above,Beverages,117.31
239,Order,Snacks,388.72
240,Why,Beverages,53.61
241,Career,Personal Care,406.53
242,Those,Dairy,290.82
243,Agree,Personal Care,291.96
244,Throw,Dairy,18.7
245,Bed,Personal Care,27.65
246,Leader,Personal Care,387.07
247,Woman,Dairy,307.33
248,Lay,Beverages,317.77
249,Contain,Beverages,277.75
250,Expect,Personal Care,71.58
251,Of,Beverages,203.65
252,Response,Snacks,287.73
253,Wish,Beverages,257.37
254,Civil,Beverages,17.17
255,Father,Personal Care,89.83
256,World,Dairy,11.42
257,Tree,Snacks,99.25
258,Particular,Dairy,345.66
259,Control,Beverages,296.24
260,As,Personal Care,254.16
261,New,Dairy,296.58
262,Decide,Beverages,123.78
263,Throughout,Beverages,308.63
264,Stock,Snacks,154.41
265,Skin,Personal Care,236.04
266,Do,Dairy,318.83
267,Loss,Personal Care,225.84
268,Successful,Dairy,482.27
269,Kind,Snacks,311.91
270,Wall,Snacks,438.85
271,Middle,Snacks,185.58
272,Writer,Dairy,15.87
273,Likely,Snacks,205.13
274,Discussion,Personal Care,150.83
275,Those,Dairy,47.79
276,Remain,Beverages,66.94
277,Have,Snacks,369.31
278,Guy,Beverages,409.15
279,Rule,Snacks,325.78
280,Score,Dairy,210.42
281,Better,Dairy,344.96
282,Road,Beverages,248.76
283,Take,Personal Care,381.15
284,Way,Snacks,407.59
285,Task,Dairy,37.93
286,Young,Personal Care,223.32
287,Main,Personal Care,193.66
288,Reflect,Personal Care,202.45
289,We,Personal Care,34.12
290,Toward,Dairy,439.4
291,Amount,Dairy,189.82
292,Seem,Snacks,108.14
293,Low,Dairy,279.94
294,Environmental,Beverages,47.17
295,Bring,Snacks,308.66
296,Give,Beverages,90.53
297,Religious,Dairy,59.96
298,Low,Personal Care,317.05
299,Charge,Dairy,193.95
300,Raise,Beverages,169.75
301,Mean,Snacks,207.84
302,Environmental,Beverages,10.48
303,Talk,Snacks,427.03
304,Drive,Personal Care,389.61
305,Pattern,Beverages,136.69
306,Field,Snacks,235.58
307,Well,Personal Care,271.97
308,Design,Dairy,156.62
309,Expert,Snacks,98.15
310,Song,Snacks,215.04
311,Good,Snacks,23.03
312,Beat,Beverages,296.82
313,Trip,Personal Care,416.54
314,Such,Dairy,39.52
315,Take,Dairy,316.59
316,Yet,Personal Care,360.73
317,Cut,Snacks,355.09
318,Mind,Dairy,478.48
319,Watch,Personal Care,29.34
320,Seek,Snacks,441.48
321,Anything,Beverages,287.46
322,Certainly,Snacks,205.0
323,Box,Snacks,161.48
324,Nation,Personal Care,234.88
325,By,Beverages,429.66
326,Food,Snacks,179.88
327,Both,Beverages,468.91
328,Economy,Dairy,33.2
329,Far,Beverages,486.07
330,System,Personal Care,166.5
331,Yes,Dairy,338.28
332,News,Snacks,35.18
333,Wide,Snacks,422.8
334,Politics,Beverages,329.38
335,Painting,Personal Care,367.76
336,Trial,Dairy,162.37
337,State,Dairy,262.06
338,Spend,Personal Care,242.33
339,On,Dairy,45.1
340,Name,Beverages,297.81
341,Good,Snacks,423.82
342,Mission,Beverages,357.17
343,Instead,Beverages,223.68
344,Consider,Snacks,78.02
345,Woman,Snacks,202.27
346,Goal,Dairy,50.86
347,I,Snacks,233.56
348,Crime,Dairy,19.41
349,Because,Snacks,496.9
350,Whom,Snacks,395.34
351,From,Snacks,64.67
352,At,Dairy,140.14
353,Increase,Dairy,15.76
354,Cultural,Personal Care,217.2
355,Language,Snacks,177.38
356,Wonder,Beverages,437.28
357,Show,Snacks,484.13
358,Over,Beverages,93.42
359,Figure,Snacks,110.92
360,Religious,Dairy,123.68
361,Believe,Dairy,100.38
362,Everybody,Beverages,299.95
363,Help,Snacks,10.66
364,Avoid,Snacks,17.76
365,Themselves,Personal Care,142.75
366,His,Snacks,74.87
367,Most,Dairy,107.75
368,Type,Snacks,312.54
369,Big,Beverages,475.41
370,Game,Beverages,236.88
371,Break,Beverages,199.7
372,Maybe,Personal Care,326.77
373,Forward,Personal Care,275.1
374,May,Beverages,447.59
375,Team,Personal Care,164.12
376,Oil,Beverages,231.94
377,Laugh,Dairy,37.96
378,National,Snacks,495.32
379,Main,Dairy,102.48
380,Report,Beverages,442.01
381,Cut,Dairy,334.67
382,Box,Personal Care,128.15
383,Civil,Snacks,369.21
384,Free,Dairy,43.47
385,Forget,Beverages,346.9
386,Compare,Snacks,360.46
387,Direction,Snacks,320.74
388,Author,Dairy,278.89
389,Model,Snacks,484.69
390,Fact,Beverages,33.43
391,Coach,Dairy,450.57
392,Well,Snacks,378.86
393,Stock,Personal Care,469.03
394,Voice,Personal Care,44.56
395,Tax,Beverages,307.45
396,National,Personal Care,106.64
397,Have,Dairy,220.55
398,Subject,Snacks,126.29
399,Last,Dairy,125.11
400,Guess,Dairy,159.89
401,Class,Beverages,280.69
402,Unit,Dairy,461.66
403,Fine,Personal Care,432.03
404,Occur,Personal Care,118.15
405,Method,Dairy,421.7
406,Support,Snacks,319.74
407,Analysis,Snacks,180.65
408,Court,Personal Care,29.24
409,Trouble,Beverages,102.37
410,Face,Dairy,497.01
411,Support,Personal Care,283.54
412,Collection,Dairy,212.5
413,Song,Personal Care,322.3
414,College,Beverages,138.31
415,Deep,Dairy,285.71
416,Minute,Beverages,451.41
417,Movie,Snacks,216.83
418,Run,Personal Care,146.64
419,Or,Snacks,216.23
420,Building,Beverages,147.14
421,Nearly,Dairy,96.71
422,Teach,Dairy,417.79
423,They,Snacks,233.99
424,Century,Personal Care,498.05
425,See,Snacks,137.96
426,Federal,Personal Care,26.76
427,Cost,Dairy,463.7
428,Degree,Dairy,14.2
429,Clear,Personal Care,47.35
430,Now,Beverages,443.62
431,Amount,Dairy,271.27
432,Program,Beverages,483.57
433,Under,Dairy,486.88
434,While,Personal Care,113.66
435,Race,Snacks,254.63
436,Rest,Dairy,106.65
437,Today,Snacks,160.66
438,Result,Personal Care,68.81
439,Check,Personal Care,158.51
440,Space,Snacks,15.74
441,Account,Dairy,213.18
442,Affect,Snacks,341.39
443,Natural,Snacks,285.64
444,Expect,Snacks,271.82
445,However,Personal Care,27.25
446,Set,Snacks,276.97
447,Training,Personal Care,481.24
448,Program,Beverages,153.3
449,Story,Personal Care,465.17
450,High,Snacks,380.47
451,Future,Beverages,488.13
452,Market,Dairy,243.78
453,Serve,Dairy,231.01
454,For,Beverages,260.17
455,Avoid,Dairy,65.67
456,Everyone,Dairy,117.32
457,That,Personal Care,373.98
458,Explain,Dairy,494.97
459,More,Dairy,161.44
460,Be,Beverages,476.35
461,Eat,Personal Care,294.93
462,Memory,Personal Care,462.07
463,Police,Beverages,172.87
464,Wear,Dairy,28.65
465,Interesting,Dairy,437.76
466,Station,Dairy,92.92
467,Cut,Snacks,116.61
468,Husband,Beverages,234.01
469,Under,Personal Care,465.92
470,Difference,Snacks,366.59
471,Republican,Snacks,329.65
472,Stuff,Personal Care,178.08
473,More,Dairy,283.99
474,Happen,Dairy,132.69
475,Central,Personal Care,16.48
476,Himself,Dairy,354.5
477,Remain,Personal Care,279.95
478,Within,Dairy,150.95
479,Candidate,Beverages,435.39
480,Among,Personal Care,234.3
481,Expect,Personal Care,76.54
482,Anything,Personal Care,85.37
483,Property,Beverages,233.9
484,Teach,Personal Care,185.39
485,Tree,Personal Care,271.7
486,Baby,Dairy,326.54
487,Send,Beverages,403.22
488,Special,Personal Care,163.78
489,Program,Snacks,106.92
490,Indicate,Snacks,241.19
491,Indeed,Dairy,460.89
492,Prepare,Personal Care,75.38
493,Political,Snacks,62.06
494,Western,Dairy,484.08
495,Eye,Snacks,96.07
496,Pretty,Dairy,31.4
497,Minute,Beverages,92.62
498,Article,Snacks,246.75
499,Because,Personal Care,163.22
500,Way,Beverages,418.02
501,Statement,Beverages,182.35
502,Wrong,Personal Care,441.79
503,Affect,Dairy,71.58
504,Door,Beverages,49.51
505,Benefit,Dairy,172.31
506,Current,Snacks,352.14
507,But,Snacks,157.49
508,According,Snacks,182.11
509,Hospital,Dairy,301.13
510,Himself,Dairy,22.87
511,Design,Snacks,98.37
512,Tend,Snacks,220.74
513,Difference,Personal Care,469.08
514,Spring,Snacks,482.67
515,Movement,Snacks,358.38
516,Sister,Beverages,439.79
517,Moment,Snacks,139.33
518,Whom,Snacks,238.27
519,Her,Personal Care,454.3
520,Sort,Personal Care,140.55
521,Type,Snacks,157.0
522,Scientist,Personal Care,212.12
523,Require,Personal Care,379.54
524,Day,Personal Care,334.4
525,Far,Beverages,127.79
526,Audience,Dairy,144.43
527,Social,Personal Care,161.34
528,Let,Dairy,266.69
529,Real,Snacks,61.59
530,Check,Beverages,117.88
531,Next,Beverages,159.1
532,Floor,Dairy,444.39
533,Might,Dairy,495.93
534,System,Personal Care,156.17
535,Probably,Personal Care,167.6
536,Compare,Dairy,459.84
537,Thing,Dairy,206.26
538,Same,Snacks,82.18
539,Others,Beverages,70.35
540,Character,Snacks,242.51
541,Paper,Beverages,397.93
542,Event,Dairy,296.85
543,Alone,Personal Care,184.01
544,Table,Dairy,360.4
545,Course,Personal Care,275.42
546,Notice,Beverages,444.66
547,Newspaper,Beverages,72.01
548,Activity,Dairy,382.55
549,Coach,Dairy,332.68
550,Author,Personal Care,158.12
551,Issue,Dairy,16.73
552,Improve,Beverages,484.51
553,Watch,Beverages,492.95
554,Entire,Dairy,315.02
555,Relate,Beverages,219.05
556,Instead,Beverages,141.68
557,Over,Beverages,206.72
558,Television,Personal Care,169.0
559,Maintain,Snacks,218.1
560,Forget,Personal Care,441.31
561,Wear,Dairy,131.89
562,Single,Snacks,349.96
563,Their,Personal Care,472.95
564,Forward,Snacks,313.72
565,Travel,Snacks,181.72
566,Toward,Dairy,270.14
567,Family,Dairy,436.67
568,Ability,Snacks,373.38
569,Sing,Snacks,404.34
570,Factor,Personal Care,341.25
571,Activity,Dairy,22.27
572,Rest,Personal Care,167.33
573,Per,Dairy,208.87
574,Example,Beverages,226.64
575,Present,Dairy,161.08
576,Such,Dairy,344.8
577,Body,Beverages,44.72
578,Pretty,Personal Care,143.71
579,News,Dairy,269.03
580,Science,Beverages,114.12
581,I,Personal Care,155.24
582,View,Dairy,390.8
583,Democrat,Dairy,123.89
584,Relate,Dairy,385.49
585,Father,Dairy,447.99
586,West,Personal Care,261.75
587,South,Dairy,73.94
588,Someone,Dairy,199.69
589,Talk,Personal Care,216.42
590,Begin,Dairy,30.1
591,Good,Snacks,195.47
592,Until,Personal Care,368.85
593,Evening,Personal Care,191.21
594,Dark,Beverages,219.11
595,Sing,Snacks,259.32
596,High,Personal Care,225.09
597,Some,Personal Care,141.95
598,Week,Personal Care,379.28
599,Up,Personal Care,85.09
600,Now,Beverages,359.37
601,Performance,Snacks,216.78
602,Tree,Snacks,148.0
603,Mouth,Beverages,131.23
604,Remain,Dairy,270.9
605,When,Snacks,235.84
606,Future,Personal Care,367.08
607,Leader,Beverages,15.06
608,Design,Personal Care,397.74
609,Affect,Personal Care,147.29
610,Specific,Snacks,486.47
611,Attention,Personal Care,445.26
612,Cost,Beverages,451.27
613,Understand,Personal Care,388.57
614,Cost,Personal Care,444.03
615,Key,Personal Care,378.86
616,Attorney,Beverages,366.1
617,West,Dairy,67.66
618,Throw,Beverages,482.65
619,Hotel,Dairy,333.4
620,Realize,Snacks,311.97
621,Structure,Personal Care,173.85
622,Under,Beverages,302.49
623,Level,Snacks,428.4
624,Performance,Beverages,210.95
625,Security,Dairy,407.85
626,Leave,Beverages,181.51
627,Turn,Dairy,20.71
628,Matter,Beverages,326.21
629,Continue,Snacks,407.88
630,Full,Snacks,298.48
631,Lay,Beverages,86.16
632,Group,Personal Care,378.24
633,Goal,Beverages,312.35
634,Discover,Snacks,359.1
635,End,Personal Care,199.6
636,Thing,Dairy,81.12
637,Hot,Dairy,259.57
638,Check,Dairy,490.83
639,Yard,Personal Care,47.52
640,Agent,Personal Care,197.05
641,Name,Dairy,27.25
642,Feel,Snacks,429.27
643,Have,Beverages,272.7
644,Would,Dairy,447.76
645,Base,Snacks,456.29
646,Dark,Beverages,163.42
647,Week,Dairy,256.59
648,Focus,Beverages,18.95
649,Among,Dairy,471.59
650,Main,Personal Care,61.06
651,Sport,Beverages,373.88
652,Type,Dairy,81.5
653,Next,Snacks,165.1
654,Later,Snacks,158.12
655,Use,Personal Care,304.67
656,Skill,Beverages,317.69
657,Factor,Beverages,88.83
658,Sing,Dairy,33.17
659,Point,Beverages,465.48
660,Nature,Beverages,309.94
661,Nearly,Dairy,294.67
662,Bag,Dairy,258.22
663,Concern,Beverages,131.22
664,Rock,Dairy,127.71
665,Ahead,Dairy,109.22
666,Quality,Snacks,449.33
667,Yourself,Personal Care,168.29
668,Home,Dairy,369.46
669,Sell,Dairy,134.69
670,Leg,Snacks,438.95
671,Town,Dairy,463.02
672,Thought,Beverages,273.9
673,Machine,Dairy,76.88
674,Table,Dairy,172.56
675,Method,Snacks,232.6
676,Stage,Snacks,137.06
677,Few,Snacks,457.49
678,Whom,Dairy,496.74
679,Mind,Personal Care,106.48
680,Gun,Dairy,77.75
681,Six,Personal Care,150.36
682,Church,Personal Care,276.6
683,Story,Personal Care,17.45
684,Democratic,Personal Care,231.94
685,Century,Snacks,487.22
686,Candidate,Beverages,96.12
687,Doctor,Personal Care,363.64
688,Year,Beverages,390.56
689,Its,Dairy,19.76
690,Base,Dairy,53.94
691,Professional,Snacks,183.37
692,Tonight,Snacks,114.33
693,Minute,Beverages,210.05
694,Difficult,Dairy,371.27
695,Might,Beverages,227.46
696,Along,Dairy,182.55
697,Success,Snacks,198.38
698,Material,Dairy,159.29
699,Strategy,Beverages,427.75
700,Thousand,Personal Care,97.93
701,Customer,Snacks,125.49
702,Attention,Dairy,102.73
703,Lawyer,Snacks,382.94
704,Property,Snacks,43.91
705,Impact,Beverages,215.81
706,Bag,Beverages,279.82
707,Yet,Dairy,40.05
708,Water,Personal Care,274.63
709,Performance,Dairy,120.11
710,Media,Dairy,58.27
711,Threat,Beverages,104.78
712,You,Personal Care,228.79
713,Compare,Snacks,255.98
714,Direction,Dairy,361.57
715,Boy,Snacks,282.2
716,Buy,Beverages,443.8
717,Week,Personal Care,441.12
718,Back,Snacks,325.89
719,Upon,Personal Care,28.19
720,Third,Snacks,65.29
721,Some,Snacks,158.96
722,Decide,Snacks,53.39
723,Run,Personal Care,144.28
724,Husband,Snacks,29.33
725,Might,Personal Care,440.82
726,Future,Snacks,412.95
727,Word,Personal Care,372.11
728,Approach,Personal Care,191.73
729,Report,Beverages,17.44
730,Time,Snacks,430.64
731,White,Personal Care,265.74
732,Past,Snacks,440.09
733,Significant,Personal Care,284.27
734,More,Snacks,203.11
735,Administration,Personal Care,454.67
736,Pay,Beverages,427.06
737,Successful,Snacks,314.96
738,Become,Personal Care,38.75
739,Teach,Dairy,213.39
740,Together,Dairy,423.49
741,Fill,Personal Care,249.73
742,Game,Dairy,212.34
743,Campaign,Snacks,152.05
744,Long,Dairy,25.26
745,Important,Snacks,405.03
746,Region,Snacks,477.96
747,Foreign,Snacks,47.67
748,Someone,Beverages,357.3
749,Morning,Dairy,244.98
750,Modern,Beverages,133.24
751,Call,Snacks,457.21
752,Difference,Snacks,114.83
753,Along,Personal Care,253.28
754,Response,Personal Care,410.11
755,Represent,Snacks,183.39
756,Personal,Personal Care,372.02
757,Seat,Personal Care,56.75
758,Family,Snacks,452.04
759,Five,Dairy,66.2
760,Stock,Personal Care,343.14
761,Charge,Beverages,206.83
762,President,Personal Care,133.69
763,Yard,Dairy,456.93
764,Decide,Beverages,336.69
765,Put,Dairy,219.94
766,Senior,Beverages,418.06
767,Purpose,Dairy,338.28
768,Carry,Snacks,278.66
769,Network,Dairy,441.5
770,Wind,Personal Care,161.78
771,Senior,Snacks,286.98
772,Range,Dairy,365.97
773,Hope,Personal Care,467.15
774,Reason,Beverages,453.17
775,Myself,Snacks,91.66
776,Born,Personal Care,140.11
777,Upon,Beverages,52.76
778,Model,Dairy,103.34
779,Responsibility,Beverages,263.32
780,Soon,Personal Care,165.35
781,Participant,Beverages,92.05
782,On,Beverages,76.8
783,Trade,Dairy,407.6
784,Listen,Personal Care,189.22
785,Small,Dairy,365.84
786,Machine,Beverages,20.33
787,Poor,Personal Care,246.19
788,Building,Personal Care,298.7
789,Message,Snacks,457.0
790,Between,Snacks,222.78
791,Act,Beverages,466.18
792,Without,Snacks,68.07
793,Seat,Beverages,405.13
794,Subject,Snacks,358.43
795,Similar,Personal Care,233.68
796,Across,Personal Care,241.41
797,My,Beverages,320.58
798,Sing,Snacks,422.3
799,Event,Personal Care,47.98
800,Unit,Beverages,23.4
801,Themselves,Personal Care,157.35
802,Night,Dairy,249.45
803,Maybe,Beverages,328.45
804,Measure,Snacks,137.22
805,Approach,Dairy,27.18
806,Anyone,Snacks,182.19
807,Contain,Snacks,173.75
808,Sit,Personal Care,442.51
809,Establish,Snacks,163.42
810,Bill,Dairy,115.94
811,Crime,Personal Care,257.13
812,Inside,Dairy,138.75
813,Serve,Dairy,391.24
814,Lay,Personal Care,220.9
815,Month,Snacks,46.76
816,Religious,Snacks,298.93
817,Trade,Snacks,29.24
818,Relationship,Snacks,380.44
819,Contain,Snacks,245.07
820,Allow,Snacks,308.99
821,Positive,Dairy,61.94
822,Class,Beverages,414.82
823,Various,Personal Care,215.18
824,Hundred,Dairy,86.85
825,Network,Snacks,31.35
826,Than,Snacks,345.62
827,Some,Personal Care,230.36
828,Address,Personal Care,422.11
829,Week,Snacks,57.21
830,Fire,Beverages,117.35
831,Choice,Personal Care,70.85
832,Me,Beverages,22.55
833,Half,Personal Care,350.74
834,North,Beverages,77.86
835,Method,Dairy,29.24
836,Attorney,Dairy,227.49
837,Rate,Beverages,182.68
838,House,Snacks,173.59
839,Something,Dairy,484.04
840,Section,Beverages,259.45
841,Why,Dairy,471.65
842,Economy,Dairy,366.14
843,Tv,Personal Care,42.64
844,Century,Dairy,280.74
845,Land,Snacks,388.77
846,Population,Beverages,234.56
847,Write,Dairy,453.29
848,Since,Dairy,197.85
849,Rather,Dairy,307.11
850,Far,Beverages,231.85
851,Let,Snacks,186.52
852,What,Beverages,266.71
853,Imagine,Beverages,263.18
854,Very,Personal Care,131.7
855,Ok,Snacks,168.16
856,Thing,Personal Care,12.96
857,Front,Personal Care,288.3
858,Civil,Beverages,110.05
859,Weight,Beverages,242.65
860,Second,Snacks,95.8
861,Specific,Dairy,331.07
862,Art,Beverages,403.52
863,Know,Beverages,101.78
864,With,Personal Care,336.0
865,Use,Snacks,149.36
866,Tell,Personal Care,478.65
867,Street,Beverages,298.92
868,Whose,Dairy,29.29
869,Produce,Snacks,234.76
870,Scientist,Dairy,84.43
871,Benefit,Beverages,284.52
872,Already,Beverages,251.95
873,Set,Snacks,315.67
874,Later,Dairy,437.63
875,Get,Personal Care,471.24
876,Service,Snacks,92.49
877,Operation,Dairy,148.01
878,Anything,Personal Care,220.81
879,Song,Snacks,390.51
880,Move,Snacks,442.86
881,Group,Dairy,78.46
882,Bank,Snacks,408.51
883,General,Beverages,380.31
884,Let,Snacks,217.47
885,Dark,Personal Care,416.96
886,Talk,Personal Care,488.04
887,Contain,Personal Care,27.69
888,Music,Snacks,59.65
889,His,Personal Care,352.39
890,House,Snacks,426.21
891,Left,Personal Care,17.22
892,Quality,Beverages,131.29
893,Analysis,Beverages,374.15
894,Rich,Snacks,10.93
895,Daughter,Personal Care,335.56
896,Only,Personal Care,233.01
897,Run,Snacks,147.98
898,Garden,Personal Care,492.38
899,Yes,Dairy,415.94
900,Heavy,Personal Care,496.3
901,Idea,Dairy,262.27
902,Its,Beverages,227.64
903,Nice,Personal Care,263.24
904,Middle,Snacks,292.21
905,Expect,Personal Care,220.3
906,It,Dairy,80.58
907,Skin,Personal Care,379.56
908,Now,Personal Care,48.7
909,Share,Dairy,223.83
910,Need,Personal Care,88.17
911,While,Dairy,261.59
912,Address,Snacks,69.3
913,Question,Beverages,37.29
914,Foreign,Dairy,361.43
915,That,Dairy,352.09
916,West,Personal Care,220.88
917,Close,Beverages,144.54
918,Building,Dairy,397.79
919,Few,Dairy,479.07
920,Rule,Snacks,454.03
921,Up,Beverages,95.33
922,Probably,Dairy,56.32
923,Real,Beverages,367.36
924,Let,Personal Care,181.71
925,Response,Beverages,12.52
926,Example,Beverages,446.19
927,Friend,Dairy,76.53
928,Reality,Personal Care,97.28
929,Along,Dairy,193.63
930,Property,Personal Care,135.04
931,Record,Personal Care,186.77
932,Collection,Dairy,50.37
933,Hope,Beverages,346.18
934,Play,Personal Care,352.65
935,General,Dairy,131.47
936,Theory,Beverages,300.29
937,Appear,Snacks,164.08
938,Piece,Personal Care,454.77
939,Interview,Snacks,336.02
940,Bag,Beverages,452.85
941,Compare,Personal Care,309.79
942,Pull,Dairy,486.19
943,Director,Personal Care,419.09
